Time,Cindy,Carmen,Marta,Marina,Kelly,Windy,f0,video_names,f
115.96 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,28950,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
116 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,28980,G-C1L1P-Mar30-C-Kelly_q2_03-06_30fps.mp4,30
116.04 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,0,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.08 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,30,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.12 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,60,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.16 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,90,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.2 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,120,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.24 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,150,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.28 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,180,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.32 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,210,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.36 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,240,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.4 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,270,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.44 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,300,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.48 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,330,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.52 sec,183-310-161-114,216-256-128-65,577-329-154-143,561-236-122-106,339-204-158-62,,360,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.56 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,339-204-158-62,,390,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.6 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,339-204-158-62,,420,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.64 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,339-204-158-62,,450,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.68 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,339-204-158-62,,480,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.72 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,339-204-158-62,,510,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.76 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,339-204-158-62,,540,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.8 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,339-204-158-62,,570,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.84 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,339-204-158-62,,600,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.88 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,339-204-158-62,,630,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.92 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,339-204-158-62,,660,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
116.96 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,339-204-158-62,,690,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,339-204-158-62,,720,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.04 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,339-204-158-62,,750,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.08 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,339-204-158-62,,780,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.12 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,339-204-158-62,,810,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.16 sec,183-310-161-114,216-255-128-66,577-329-154-143,561-236-122-106,340-204-157-62,,840,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.2 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,342-204-156-62,,870,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.24 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,344-204-156-62,,900,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.28 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,346-204-155-62,,930,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.32 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,348-204-154-62,,960,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.36 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,350-204-154-62,,990,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.4 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,352-204-153-63,,1020,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.44 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,353-204-153-63,,1050,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.48 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,355-204-152-63,,1080,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.52 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,357-204-151-63,,1110,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.56 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,359-204-151-63,,1140,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.6 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,361-204-150-63,,1170,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.64 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,363-204-150-64,,1200,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.68 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,365-204-149-64,,1230,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.72 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,366-204-148-64,,1260,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.76 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,368-204-148-64,,1290,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.8 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,370-204-147-64,,1320,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.84 sec,183-310-161-114,216-254-128-67,577-329-154-143,561-236-122-106,372-204-147-64,,1350,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.88 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,374-204-146-64,,1380,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.92 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,376-204-145-65,,1410,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
117.96 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,378-204-145-65,,1440,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,379-204-144-65,,1470,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.04 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,381-204-144-65,,1500,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.08 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,383-204-143-65,,1530,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.12 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,385-204-142-65,,1560,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.16 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,387-204-142-66,,1590,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.2 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,389-204-141-66,,1620,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.24 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,391-204-140-66,,1650,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.28 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,393-204-140-66,,1680,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.32 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,394-204-139-66,,1710,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.36 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,396-204-139-66,,1740,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.4 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,398-204-138-67,,1770,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.44 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,400-204-137-67,,1800,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.48 sec,183-310-161-114,216-253-128-68,577-329-154-143,561-236-122-106,402-204-137-67,,1830,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.52 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,404-204-136-67,,1860,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.56 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,406-204-136-67,,1890,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.6 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,407-204-135-67,,1920,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.64 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,409-204-134-67,,1950,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.68 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,411-204-134-68,,1980,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.72 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,413-204-133-68,,2010,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.76 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,415-204-133-68,,2040,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.8 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,417-204-132-68,,2070,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.84 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,419-204-131-68,,2100,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.88 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,420-204-131-68,,2130,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.92 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,422-204-130-69,,2160,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
118.96 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,424-204-130-69,,2190,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,426-204-129-69,,2220,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.04 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,428-204-128-69,,2250,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.08 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,430-204-128-69,,2280,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.12 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,432-204-127-69,,2310,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.16 sec,183-310-161-114,216-252-128-69,577-329-154-143,561-236-122-106,434-205-127-70,,2340,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.2 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,434-205-127-70,,2370,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.24 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,434-205-127-70,,2400,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.28 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,434-205-127-70,,2430,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.32 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,434-205-127-70,,2460,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.36 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,434-205-127-70,,2490,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.4 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,434-205-127-70,,2520,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.44 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,434-205-127-70,,2550,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.48 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,434-205-127-70,,2580,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.52 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,434-205-127-70,,2610,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.56 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,434-205-127-70,,2640,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.6 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,434-205-127-70,,2670,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.64 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,434-205-127-70,,2700,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.68 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,434-205-127-70,,2730,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.72 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,434-205-127-70,,2760,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.76 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,434-205-127-70,,2790,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.8 sec,183-310-161-114,216-251-128-70,577-329-154-143,561-236-122-106,430-205-127-69,,2820,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.84 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,427-205-127-69,,2850,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.88 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,424-205-128-69,,2880,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.92 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,421-205-128-68,,2910,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
119.96 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,418-205-128-68,,2940,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,415-205-129-68,,2970,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.04 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,412-205-129-68,,3000,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.08 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,409-205-129-67,,3030,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.12 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,406-205-130-67,,3060,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.16 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,403-205-130-67,,3090,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.2 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,400-206-130-66,,3120,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.24 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,397-206-131-66,,3150,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.28 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,394-206-131-66,,3180,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.32 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,391-206-131-66,,3210,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.36 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,388-206-132-65,,3240,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.4 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,385-206-132-65,,3270,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.44 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,382-206-132-65,,3300,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.48 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,379-206-133-64,,3330,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.52 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,376-206-133-64,,3360,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.56 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,373-206-133-64,,3390,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.6 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,370-206-134-64,,3420,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.64 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,367-207-134-63,,3450,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.68 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,364-207-134-63,,3480,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.72 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,361-207-135-63,,3510,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.76 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,358-207-135-62,,3540,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.8 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,355-207-135-62,,3570,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.84 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,352-207-136-62,,3600,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.88 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,349-207-136-62,,3630,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.92 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,346-207-136-61,,3660,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
120.96 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,343-207-137-61,,3690,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,340-207-137-61,,3720,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.04 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,337-208-138-61,,3750,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.08 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,346-207-138-61,,3780,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.12 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,355-207-138-61,,3810,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.16 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,364-206-138-61,,3840,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.2 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,373-206-138-61,,3870,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.24 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,382-205-138-61,,3900,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.28 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,391-205-138-61,,3930,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.32 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,400-205-138-61,,3960,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.36 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,409-204-138-61,,3990,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.4 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,418-204-138-61,,4020,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.44 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4050,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.48 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4080,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.52 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4110,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.56 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4140,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.6 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4170,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.64 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4200,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.68 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4230,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.72 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4260,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.76 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4290,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.8 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4320,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.84 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4350,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.88 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4380,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.92 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4410,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
121.96 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4440,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
122 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4470,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
122.04 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4500,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
122.08 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4530,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
122.12 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4560,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
122.16 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4590,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
122.2 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4620,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
122.24 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4650,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
122.28 sec,183-310-161-114,216-251-128-71,577-329-154-143,561-236-122-106,428-204-138-61,,4680,G-C1L1P-Mar30-C-Kelly_q2_04-06_30fps.mp4,30
